"","trial","stimulus","target1","target2","support","endswith","stimcode_target","stimcode_foil","targetUP","targetDOWN","foil","targetwhere","KEY","RT","Accuracy","ID"
"2328",60,"COTTOLIOLIA","camera","insalata",0.422850505618225,"a",31,"5","insalata","camera","FRICOTTELA","left",2,1363,0,29
"2329",61,"SDRAIATURA","tenda","scarpa",0.373875599810904,"a",42,"29","scarpa","tenda","IDRANDINA","right",2,1650,1,29
"2330",62,"CINCOTTELLA","torta","piazza",0.400446741017095,"a",36,"16","torta","piazza","PALCAVERIA","left",1,1845,1,29
"2331",63,"GRAMINELLO","tavolo","vaso",0.405468191411038,"o",23,"7","vaso","tavolo","ARMORICELLO","right",1,2648,0,29
"2332",64,"SDRANGOLIO","tavolo","specchio",0.388372680304045,"o",30,"11","specchio","tavolo","CROIETTOLO","left",1,2491,1,29
"2333",65,"POLIETTOLA","finestra","torta",0.419978313494715,"a",27,"3","torta","finestra","IDRANGIA","right",2,2462,1,29
"2334",66,"ARMORICELLO","vaso","violino",0.460998958069288,"o",7,"34","violino","vaso","PICATTOLO","left",2,4078,0,29
"2335",67,"SEDINOCCIO","tavolo","fazzoletto",0.448979713721618,"o",9,"5","fazzoletto","tavolo","FIONCOLIOLO","right",1,5685,0,29
"2336",68,"APRIATTOLA","camera","finestra",0.445083660259352,"a",30,"1","finestra","camera","IDRACIOLA","right",2,1692,1,29
"2337",69,"MURANTURIA","roccia","scarpa",0.413419863177116,"a",33,"24","scarpa","roccia","GHIANCIOLA","right",2,4938,1,29
"2338",70,"IMMONTURA","tenda","roccia",0.436838143983005,"a",23,"43","roccia","tenda","SDRANZIA","left",1,2347,1,29
"2339",71,"SDRAIOLIO","tavolo","tramonto",0.395415084081465,"o",26,"1","tramonto","tavolo","FIORINELLO","left",1,2078,1,29
"2340",72,"SICCOTTELA","camera","torta",0.396127824434801,"a",39,"34","torta","camera","CLICCATTOLA","right",1,1882,0,29
"2341",73,"ROCCERIOLO","martello","vaso",0.422465845764188,"o",16,"33","martello","vaso","RAPALINCIO","left",1,2318,1,29
"2342",74,"LAVESCIA","acqua","giacca",0.477502876286935,"a",6,"14","giacca","acqua","CLIETTOLA","right",2,1617,1,29
"2343",75,"SUONANELLO","prato","violino",0.42092393031434,"o",19,"16","violino","prato","ROCCERIOLO","left",1,1388,1,29
"2344",76,"GIUBBIATURA","giacca","scarpa",0.458165374529759,"a",13,"33","scarpa","giacca","MURANTURIA","left",1,1459,1,29
"2345",77,"VISUONDOLO","specchio","violino",0.391008337445416,"o",31,"30","violino","specchio","SDRANGOLIO","left",1,1118,1,29
"2346",78,"SRADINELLO","albero","specchio",0.424257493886018,"o",20,"13","albero","specchio","SUONACARIO","right",2,2027,1,29
"2347",79,"RABELLIMENTO","libro","specchio",0.395756074912868,"o",28,"32","specchio","libro","SDRAIARELLO","left",2,2030,0,29
"2348",80,"CERBOSCELLO","albero","prato",0.430747408233241,"o",17,"28","albero","prato","RABELLIMENTO","left",1,965,1,29
"2349",81,"PANCOTTELLA","torta","scarpa",0.397920796868293,"a",37,"7","torta","scarpa","CENSARELLINA","right",2,1215,1,29
"2350",1,"IMMONTURA","tenda","roccia",0.436838143983005,"a",23,"33","tenda","roccia","MURANTURIA","right",1,8972,0,30
"2351",2,"MURANTURIA","roccia","scarpa",0.413419863177116,"a",33,"23","roccia","scarpa","IMMONTURA","right",1,7907,0,30
"2352",3,"FIOCOSCRIO","libro","prato",0.393283359880707,"o",36,"29","prato","libro","SPALENTOLO","right",2,16915,1,30
"2353",4,"IDRANGIA","acqua","insalata",0.49500547062065,"a",3,"41","acqua","insalata","BANDINAIA","left",1,8856,1,30
"2354",5,"IDRATOLANA","acqua","scarpa",0.429187881125278,"a",26,"31","acqua","scarpa","COTTOLIOLIA","left",1,12283,1,30
"2355",6,"POLIETTOLA","finestra","torta",0.419978313494715,"a",27,"17","torta","finestra","CAPPETTELLA","right",2,16178,1,30
"2356",7,"FIORICELLO","albero","vaso",0.486247009630272,"o",6,"11","vaso","albero","CROIETTOLO","left",2,9477,0,30
"2357",8,"ROSCESCOLO","albero","tramonto",0.428075432001771,"o",14,"33","albero","tramonto","RAPALINCIO","right",2,6627,1,30
"2358",9,"GRAMINELLO","tavolo","vaso",0.405468191411038,"o",23,"24","tavolo","vaso","PARTONCELLO","left",1,7472,1,30
"2359",10,"TERNOTELLA","finestra","tenda",0.447458904846507,"a",19,"22","finestra","tenda","GIUBBIATINA","right",2,10140,1,30
"2360",11,"VISUONDOLO","specchio","violino",0.391008337445416,"o",31,"16","violino","specchio","ROCCERIOLO","left",1,7071,1,30
"2361",12,"CIGOLITELLO","tavolo","muro",0.398585908766644,"o",25,"27","tavolo","muro","SUONCOLLO","left",1,12324,1,30
"2362",13,"PALCAVERIA","piazza","roccia",0.452228311893175,"a",16,"24","piazza","roccia","GHIANCIOLA","left",2,7861,0,30
"2363",14,"SPURIALLIO","specchio","prato",0.378012446652611,"o",35,"5","prato","specchio","FIONCOLIOLO","right",2,14817,1,30
"2364",15,"CAPPETTELLA","torta","giacca",0.445503404450181,"a",17,"2","giacca","torta","VESTOLETTA","right",1,16064,0,30
"2365",16,"FIORINELLO","vaso","fazzoletto",0.49666509075676,"o",1,"28","vaso","fazzoletto","RABELLIMENTO","right",2,7362,1,30
"2366",17,"POZZONELLA","acqua","finestra",0.456575135142585,"a",18,"38","finestra","acqua","SICCOTTELLA","right",2,13091,1,30
"2367",18,"CLIETTONDOLA","finestra","giacca",0.48483531848458,"a",8,"12","finestra","giacca","MURICATTOLA","right",1,15535,0,30
"2368",19,"SUONCOLLO","tavolo","violino",0.41212082349233,"o",27,"30","violino","tavolo","SDRANGOLIO","left",1,10122,1,30
"2369",20,"SDRAIARELLO","tavolo","prato",0.396708350305362,"o",32,"8","tavolo","prato","FIORARIOLO","left",2,6860,0,30
"2370",21,"GHIANCIOLA","torta","roccia",0.424879623594919,"a",24,"15","torta","roccia","POZZANELLA","left",1,8587,1,30
"2371",22,"FIORECCIANDOLO","albero","fazzoletto",0.501467247177442,"o",2,"4","albero","fazzoletto","FIOTTINO","right",1,14269,0,30
"2372",23,"CROIETTOLO","muro","specchio",0.439610410800281,"o",11,"2","muro","specchio","FIORECCIANDOLO","left",1,10357,1,30
"2373",24,"SDRAIATURA","tenda","scarpa",0.373875599810904,"a",42,"8","tenda","scarpa","CLIETTONDOLA","right",2,7300,1,30
"2374",25,"PANCOTTELLA","torta","scarpa",0.397920796868293,"a",37,"39","torta","scarpa","SICCOTTELA","right",2,8111,1,30
"2375",26,"SICCOTTELA","camera","torta",0.396127824434801,"a",39,"42","torta","camera","SDRAIATURA","left",1,11617,1,30
"2376",27,"FIORARIOLO","tramonto","vaso",0.46144142963819,"o",8,"14","vaso","tramonto","ROSCESCOLO","left",2,9388,0,30
"2377",28,"BANDINAIA","tenda","piazza",0.388122936208263,"a",41,"18","piazza","tenda","POZZONELLA","right",2,8993,1,30
"2378",29,"MUSTONCELLO","albero","violino",0.431915544858551,"o",15,"25","violino","albero","CIGOLITELLO","left",2,11765,0,30
"2379",30,"SUONACARIO","martello","violino",0.431931557252949,"o",13,"15","violino","martello","MUSTONCELLO","right",1,6758,0,30
"2380",31,"POZZANELLA","acqua","tenda",0.456784940153879,"a",15,"4","acqua","tenda","ERRACIOLINA","left",1,6982,1,30
"2381",32,"SUONISCRIO","libro","violino",0.418887002616857,"o",21,"35","libro","violino","SPURIALLIO","left",1,4569,1,30
"2382",33,"VESTINETTA","giacca","insalata",0.465134941301442,"a",10,"40","giacca","insalata","ARMONTURIA","right",2,5999,1,30
"2383",34,"LUMERSTERSIMO","libro","tramonto",0.406360856583771,"o",22,"23","libro","tramonto","GRAMINELLO","right",2,10447,1,30
"2384",35,"GOCCOTTELLA","acqua","torta",0.435659146467781,"a",20,"11","acqua","torta","GIUBBITINA","left",1,12066,1,30
"2385",36,"SICCOTTELLA","torta","tenda",0.39775601139806,"a",38,"36","tenda","torta","CINCOTTELLA","left",1,9817,1,30
"2386",37,"FRICOTTELA","torta","insalata",0.477677004296455,"a",5,"20","torta","insalata","GOCCOTTELLA","right",2,10871,1,30
"2387",38,"IDRANDINA","acqua","camera",0.422081829736095,"a",29,"37","camera","acqua","PANCOTTELLA","left",1,9351,1,30
"2388",39,"IDRACIOLA","acqua","roccia",0.522737584353153,"a",1,"34","roccia","acqua","CLICCATTOLA","left",1,6464,1,30
"2389",40,"LAVESCIA","acqua","giacca",0.477502876286935,"a",6,"35","giacca","acqua","GIAPRIATOLA","right",1,8847,0,30
"2390",41,"SRADINELLO","albero","specchio",0.424257493886018,"o",20,"10","specchio","albero","FIORISITOLO","left",2,7555,0,30
"2391",42,"FIONCOLIOLO","vaso","prato",0.466683748642467,"o",5,"17","vaso","prato","CERBOSCELLO","left",2,11540,0,30
"2392",43,"SUONANELLO","prato","violino",0.42092393031434,"o",19,"13","violino","prato","SUONACARIO","right",2,8882,1,30
"2393",44,"APRIATTOLA","camera","finestra",0.445083660259352,"a",30,"9","camera","finestra","COSTRELLINA","right",2,4439,1,30
"2394",45,"CERBOSCELLO","albero","prato",0.430747408233241,"o",17,"32","albero","prato","SDRAIARELLO","right",2,5146,1,30
"2395",46,"COTTOLIOLIA","camera","insalata",0.422850505618225,"a",31,"5","camera","insalata","FRICOTTELA","left",1,8571,1,30
"2396",47,"FIOTTINO","prato","fazzoletto",0.467692295329747,"o",4,"36","fazzoletto","prato","FIOCOSCRIO","left",1,6368,1,30
"2397",48,"SDRANZIA","camera","tenda",0.371844310953691,"a",43,"19","camera","tenda","TERNOTELLA","left",2,10818,0,30
"2398",49,"ERRACIOLINA","insalata","roccia",0.485320022334696,"a",4,"32","insalata","roccia","POZZETTERIA","left",1,8395,1,30
"2399",50,"PARTONCELLO","tavolo","albero",0.402321232170136,"o",24,"19","albero","tavolo","SUONANELLO","left",1,8250,1,30
"2400",51,"FIORISITOLO","libro","vaso",0.44605935197955,"o",10,"22","vaso","libro","LUMERSTERSIMO","left",1,7294,1,30
"2401",52,"MURICATTOLA","finestra","roccia",0.47764464953134,"a",12,"25","finestra","roccia","BANCOTTINA","right",2,5750,1,30
"2402",53,"SPALENTOLO","specchio","martello",0.399203699451159,"o",29,"1","martello","specchio","FIORINELLO","right",2,3262,1,30
"2403",54,"ROCCERIOLO","martello","vaso",0.422465845764188,"o",16,"18","vaso","martello","NARAMPICOLO","right",1,10125,0,30
"2404",55,"PICATTOLO","libro","martello",0.381508508624341,"o",34,"31","martello","libro","VISUONDOLO","left",1,7417,1,30
"2405",56,"SENDINAIA","camera","piazza",0.365935804289337,"a",44,"13","camera","piazza","GIUBBIATURA","left",1,5786,1,30
"2406",57,"SUONANNARIO","tramonto","violino",0.436999752503265,"o",12,"7","tramonto","violino","ARMORICELLO","right",2,11791,1,30
"2407",58,"SGUARELLIO","specchio","fazzoletto",0.470165895488278,"o",3,"6","fazzoletto","specchio","FIORICELLO","left",1,10195,1,30
"2408",59,"FRIGLIANZA","tenda","insalata",0.434661479816257,"a",21,"44","insalata","tenda","SENDINAIA","right",2,5672,1,30
"2409",60,"GIUBBIATINA","camera","giacca",0.440875607098327,"a",22,"30","giacca","camera","APRIATTOLA","right",2,3800,1,30
"2410",61,"CINCOTTELLA","torta","piazza",0.400446741017095,"a",36,"43","piazza","torta","SDRANZIA","right",2,10546,1,30
"2411",62,"GIUBBIATURA","giacca","scarpa",0.458165374529759,"a",13,"45","scarpa","giacca","RETTIELLIA","left",1,7040,1,30
"2412",63,"POZZETTERIA","acqua","piazza",0.415528522970472,"a",32,"14","piazza","acqua","CLIETTOLA","right",2,7872,1,30
"2413",64,"ARMONTURIA","camera","roccia",0.386541859114092,"a",40,"7","camera","roccia","CENSARELLINA","left",1,13832,1,30
"2414",65,"SDRAIOLIO","tavolo","tramonto",0.395415084081465,"o",26,"9","tavolo","tramonto","SEDINOCCIO","right",1,10937,0,30
"2415",66,"CENSARELLINA","torta","bambola",0.471218182999293,"a",7,"26","bambola","torta","IDRATOLANA","left",1,7783,1,30
"2416",67,"COSTRELLINA","bambola","roccia",0.471669218334297,"a",9,"16","bambola","roccia","PALCAVERIA","right",1,8771,0,30
"2417",68,"RAPALINCIO","martello","prato",0.388931499641466,"o",33,"20","martello","prato","SRADINELLO","left",2,7294,0,30
"2418",69,"ARMORICELLO","vaso","violino",0.460998958069288,"o",7,"3","violino","vaso","SGUARELLIO","left",1,8677,1,30
"2419",70,"GIUBBITINA","giacca","tenda",0.478935582879313,"a",11,"6","giacca","tenda","LAVESCIA","right",2,9734,1,30
"2420",71,"RETTIELLIA","camera","scarpa",0.333051299054932,"a",45,"21","scarpa","camera","FRIGLIANZA","left",1,13363,1,30
"2421",72,"CAMATINCIA","giacca","piazza",0.428157076417196,"a",28,"29","piazza","giacca","IDRANDINA","left",1,6792,1,30
"2422",73,"VESTOLETTA","giacca","bambola",0.488970016213063,"a",2,"3","giacca","bambola","IDRANGIA","left",1,6013,1,30
"2423",74,"CLIETTOLA","finestra","insalata",0.465481192509731,"a",14,"27","finestra","insalata","POLIETTOLA","left",2,7370,0,30
"2424",75,"GIAPRIATOLA","finestra","piazza",0.409918163079235,"a",35,"1","finestra","piazza","IDRACIOLA","left",1,6634,1,30
"2425",76,"BANCOTTINA","insalata","piazza",0.425915829591933,"a",25,"28","insalata","piazza","CAMATINCIA","left",2,8076,0,30
"2426",77,"RABELLIMENTO","libro","specchio",0.395756074912868,"o",28,"34","libro","specchio","PICATTOLO","left",2,11264,0,30
"2427",78,"SDRANGOLIO","tavolo","specchio",0.388372680304045,"o",30,"26","specchio","tavolo","SDRAIOLIO","right",1,12829,0,30
"2428",79,"SEDINOCCIO","tavolo","fazzoletto",0.448979713721618,"o",9,"21","fazzoletto","tavolo","SUONISCRIO","right",2,3726,1,30
"2429",80,"NARAMPICOLO","libro","albero",0.419717897675257,"o",18,"12","libro","albero","SUONANNARIO","right",2,3420,1,30
"2430",81,"CLICCATTOLA","finestra","scarpa",0.415522183561553,"a",34,"10","scarpa","finestra","VESTINETTA","left",2,10681,0,30
"2431",1,"RABELLIMENTO","libro","specchio",0.395756074912868,"o",28,"8","specchio","libro","FIORARIOLO","right",2,4384,1,31
"2432",2,"VISUONDOLO","specchio","violino",0.391008337445416,"o",31,"26","violino","specchio","SDRAIOLIO","left",2,6199,0,31
"2433",3,"CERBOSCELLO","albero","prato",0.430747408233241,"o",17,"14","albero","prato","ROSCESCOLO","right",2,4893,1,31
"2434",4,"SPALENTOLO","specchio","martello",0.399203699451159,"o",29,"16","martello","specchio","ROCCERIOLO","left",2,4216,0,31
"2435",5,"PANCOTTELLA","torta","scarpa",0.397920796868293,"a",37,"22","scarpa","torta","GIUBBIATINA","left",1,4925,1,31
"2436",6,"CLIETTONDOLA","finestra","giacca",0.48483531848458,"a",8,"40","giacca","finestra","ARMONTURIA","right",1,3504,0,31
"2437",7,"VESTINETTA","giacca","insalata",0.465134941301442,"a",10,"6","giacca","insalata","LAVESCIA","right",2,3783,1,31
"2438",8,"FIONCOLIOLO","vaso","prato",0.466683748642467,"o",5,"21","prato","vaso","SUONISCRIO","left",1,3308,1,31
"2439",9,"FIOTTINO","prato","fazzoletto",0.467692295329747,"o",4,"7","prato","fazzoletto","ARMORICELLO","right",2,4642,1,31
"2440",10,"GIUBBITINA","giacca","tenda",0.478935582879313,"a",11,"2","giacca","tenda","VESTOLETTA","right",1,4592,0,31
"2441",11,"GRAMINELLO","tavolo","vaso",0.405468191411038,"o",23,"11","vaso","tavolo","CROIETTOLO","left",1,4197,1,31
"2442",12,"SICCOTTELLA","torta","tenda",0.39775601139806,"a",38,"8","tenda","torta","CLIETTONDOLA","right",2,5740,1,31
"2443",13,"IDRATOLANA","acqua","scarpa",0.429187881125278,"a",26,"28","scarpa","acqua","CAMATINCIA","left",1,4084,1,31
"2444",14,"POZZETTERIA","acqua","piazza",0.415528522970472,"a",32,"36","acqua","piazza","CINCOTTELLA","left",1,3012,1,31
"2445",15,"ROCCERIOLO","martello","vaso",0.422465845764188,"o",16,"34","martello","vaso","PICATTOLO","left",1,4968,1,31
"2446",16,"POLIETTOLA","finestra","torta",0.419978313494715,"a",27,"44","torta","finestra","SENDINAIA","left",1,5222,1,31
"2447",17,"RETTIELLIA","camera","scarpa",0.333051299054932,"a",45,"24","camera","scarpa","GHIANCIOLA","left",1,5564,1,31
"2448",18,"POZZONELLA","acqua","finestra",0.456575135142585,"a",18,"14","acqua","finestra","CLIETTOLA","left",1,3330,1,31
"2449",19,"FIORINELLO","vaso","fazzoletto",0.49666509075676,"o",1,"23","fazzoletto","vaso","GRAMINELLO","right",2,3688,1,31
"2450",20,"SENDINAIA","camera","piazza",0.365935804289337,"a",44,"34","piazza","camera","CLICCATTOLA","right",1,6135,0,31
"2451",21,"SUONACARIO","martello","violino",0.431931557252949,"o",13,"10","martello","violino","FIORISITOLO","left",1,2550,1,31
"2452",22,"VESTOLETTA","giacca","bambola",0.488970016213063,"a",2,"38","giacca","bambola","SICCOTTELLA","left",1,3128,1,31
"2453",23,"MURANTURIA","roccia","scarpa",0.413419863177116,"a",33,"42","roccia","scarpa","SDRAIATURA","right",2,5762,1,31
"2454",24,"FIORECCIANDOLO","albero","fazzoletto",0.501467247177442,"o",2,"6","albero","fazzoletto","FIORICELLO","right",1,3551,0,31
"2455",25,"FIOCOSCRIO","libro","prato",0.393283359880707,"o",36,"9","libro","prato","SEDINOCCIO","right",2,5233,1,31
"2456",26,"CLICCATTOLA","finestra","scarpa",0.415522183561553,"a",34,"39","finestra","scarpa","SICCOTTELA","right",1,2834,0,31
"2457",27,"SRADINELLO","albero","specchio",0.424257493886018,"o",20,"30","albero","specchio","SDRANGOLIO","left",2,4096,0,31
"2458",28,"SDRAIATURA","tenda","scarpa",0.373875599810904,"a",42,"45","tenda","scarpa","RETTIELLIA","right",1,5720,0,31
"2459",29,"CAMATINCIA","giacca","piazza",0.428157076417196,"a",28,"7","piazza","giacca","CENSARELLINA","right",2,6227,1,31
"2460",30,"NARAMPICOLO","libro","albero",0.419717897675257,"o",18,"17","libro","albero","CERBOSCELLO","left",2,2900,0,31
"2461",31,"SUONCOLLO","tavolo","violino",0.41212082349233,"o",27,"20","violino","tavolo","SRADINELLO","right",2,2320,1,31
"2462",32,"GOCCOTTELLA","acqua","torta",0.435659146467781,"a",20,"37","acqua","torta","PANCOTTELLA","right",1,3813,0,31
"2463",33,"LAVESCIA","acqua","giacca",0.477502876286935,"a",6,"3","acqua","giacca","IDRANGIA","left",2,5937,0,31
"2464",34,"PARTONCELLO","tavolo","albero",0.402321232170136,"o",24,"5","tavolo","albero","FIONCOLIOLO","left",2,3718,0,31
"2465",35,"FIORICELLO","albero","vaso",0.486247009630272,"o",6,"22","albero","vaso","LUMERSTERSIMO","right",2,3336,1,31
"2466",36,"SDRANZIA","camera","tenda",0.371844310953691,"a",43,"17","camera","tenda","CAPPETTELLA","left",1,4049,1,31
"2467",37,"BANCOTTINA","insalata","piazza",0.425915829591933,"a",25,"13","piazza","insalata","GIUBBIATURA","left",1,7177,1,31
"2468",38,"COTTOLIOLIA","camera","insalata",0.422850505618225,"a",31,"30","camera","insalata","APRIATTOLA","right",2,5929,1,31
"2469",39,"MURICATTOLA","finestra","roccia",0.47764464953134,"a",12,"29","roccia","finestra","IDRANDINA","left",1,4909,1,31
"2470",40,"FRICOTTELA","torta","insalata",0.477677004296455,"a",5,"25","torta","insalata","BANCOTTINA","left",1,7707,1,31
"2471",41,"PICATTOLO","libro","martello",0.381508508624341,"o",34,"25","libro","martello","CIGOLITELLO","right",1,5501,0,31
"2472",42,"SUONANELLO","prato","violino",0.42092393031434,"o",19,"13","violino","prato","SUONACARIO","left",1,3567,1,31
"2473",43,"APRIATTOLA","camera","finestra",0.445083660259352,"a",30,"20","camera","finestra","GOCCOTTELLA","right",2,5580,1,31
"2474",44,"ARMORICELLO","vaso","violino",0.460998958069288,"o",7,"31","violino","vaso","VISUONDOLO","left",1,5084,1,31
"2475",45,"CINCOTTELLA","torta","piazza",0.400446741017095,"a",36,"27","piazza","torta","POLIETTOLA","left",2,5782,0,31
"2476",46,"SGUARELLIO","specchio","fazzoletto",0.470165895488278,"o",3,"1","fazzoletto","specchio","FIORINELLO","right",2,6134,1,31
"2477",47,"FRIGLIANZA","tenda","insalata",0.434661479816257,"a",21,"4","insalata","tenda","ERRACIOLINA","right",1,5320,0,31
"2478",48,"CENSARELLINA","torta","bambola",0.471218182999293,"a",7,"11","bambola","torta","GIUBBITINA","right",1,5787,0,31
"2479",49,"SUONISCRIO","libro","violino",0.418887002616857,"o",21,"36","libro","violino","FIOCOSCRIO","left",1,3710,1,31
"2480",50,"GIAPRIATOLA","finestra","piazza",0.409918163079235,"a",35,"5","finestra","piazza","FRICOTTELA","left",1,7824,1,31
"2481",51,"CROIETTOLO","muro","specchio",0.439610410800281,"o",11,"27","specchio","muro","SUONCOLLO","right",1,3844,0,31
"2482",52,"GIUBBIATINA","camera","giacca",0.440875607098327,"a",22,"18","giacca","camera","POZZONELLA","left",1,4998,1,31
"2483",53,"IDRACIOLA","acqua","roccia",0.522737584353153,"a",1,"9","acqua","roccia","COSTRELLINA","right",2,3290,1,31
"2484",54,"ARMONTURIA","camera","roccia",0.386541859114092,"a",40,"12","roccia","camera","MURICATTOLA","left",2,3392,0,31
"2485",55,"SDRAIOLIO","tavolo","tramonto",0.395415084081465,"o",26,"32","tramonto","tavolo","SDRAIARELLO","right",1,8314,0,31
"2486",56,"SPURIALLIO","specchio","prato",0.378012446652611,"o",35,"2","specchio","prato","FIORECCIANDOLO","left",1,3946,1,31
"2487",57,"COSTRELLINA","bambola","roccia",0.471669218334297,"a",9,"19","roccia","bambola","TERNOTELLA","right",2,7604,1,31
"2488",58,"SEDINOCCIO","tavolo","fazzoletto",0.448979713721618,"o",9,"3","tavolo","fazzoletto","SGUARELLIO","left",2,4792,0,31
"2489",59,"POZZANELLA","acqua","tenda",0.456784940153879,"a",15,"35","acqua","tenda","GIAPRIATOLA","left",1,5840,1,31
"2490",60,"PALCAVERIA","piazza","roccia",0.452228311893175,"a",16,"15","piazza","roccia","POZZANELLA","right",2,6161,1,31
"2491",61,"SICCOTTELA","camera","torta",0.396127824434801,"a",39,"23","torta","camera","IMMONTURA","right",1,9398,0,31
"2492",62,"RAPALINCIO","martello","prato",0.388931499641466,"o",33,"35","prato","martello","SPURIALLIO","right",1,11209,0,31
"2493",63,"FIORISITOLO","libro","vaso",0.44605935197955,"o",10,"12","vaso","libro","SUONANNARIO","right",2,5852,1,31
"2494",64,"GHIANCIOLA","torta","roccia",0.424879623594919,"a",24,"21","roccia","torta","FRIGLIANZA","right",1,6377,0,31
"2495",65,"BANDINAIA","tenda","piazza",0.388122936208263,"a",41,"33","tenda","piazza","MURANTURIA","left",1,6104,1,31
"2496",66,"ERRACIOLINA","insalata","roccia",0.485320022334696,"a",4,"32","insalata","roccia","POZZETTERIA","right",2,5763,1,31
"2497",67,"SDRAIARELLO","tavolo","prato",0.396708350305362,"o",32,"15","prato","tavolo","MUSTONCELLO","left",1,4336,1,31
"2498",68,"IMMONTURA","tenda","roccia",0.436838143983005,"a",23,"1","roccia","tenda","IDRACIOLA","left",1,3427,1,31
"2499",69,"SUONANNARIO","tramonto","violino",0.436999752503265,"o",12,"28","tramonto","violino","RABELLIMENTO","left",1,4110,1,31
"2500",70,"GIUBBIATURA","giacca","scarpa",0.458165374529759,"a",13,"41","giacca","scarpa","BANDINAIA","right",2,3956,1,31
"2501",71,"FIORARIOLO","tramonto","vaso",0.46144142963819,"o",8,"18","tramonto","vaso","NARAMPICOLO","right",2,4228,1,31
"2502",72,"IDRANGIA","acqua","insalata",0.49500547062065,"a",3,"31","acqua","insalata","COTTOLIOLIA","right",2,2256,1,31
"2503",73,"CAPPETTELLA","torta","giacca",0.445503404450181,"a",17,"16","torta","giacca","PALCAVERIA","left",1,4982,1,31
"2504",74,"TERNOTELLA","finestra","tenda",0.447458904846507,"a",19,"10","finestra","tenda","VESTINETTA","right",1,4675,0,31
"2505",75,"CLIETTOLA","finestra","insalata",0.465481192509731,"a",14,"43","finestra","insalata","SDRANZIA","right",2,4872,1,31
"2506",76,"CIGOLITELLO","tavolo","muro",0.398585908766644,"o",25,"19","tavolo","muro","SUONANELLO","right",2,4951,1,31
"2507",77,"ROSCESCOLO","albero","tramonto",0.428075432001771,"o",14,"29","albero","tramonto","SPALENTOLO","left",1,3680,1,31
"2508",78,"LUMERSTERSIMO","libro","tramonto",0.406360856583771,"o",22,"4","tramonto","libro","FIOTTINO","left",1,4423,1,31
"2509",79,"SDRANGOLIO","tavolo","specchio",0.388372680304045,"o",30,"24","tavolo","specchio","PARTONCELLO","right",2,4942,1,31
"2510",80,"MUSTONCELLO","albero","violino",0.431915544858551,"o",15,"33","violino","albero","RAPALINCIO","right",1,9726,0,31
"2511",81,"IDRANDINA","acqua","camera",0.422081829736095,"a",29,"26","camera","acqua","IDRATOLANA","right",2,6306,1,31
"2512",1,"CROIETTOLO","muro","specchio",0.439610410800281,"o",11,"3","muro","specchio","SGUARELLIO","right",1,5494,0,32
"2513",2,"GOCCOTTELLA","acqua","torta",0.435659146467781,"a",20,"12","torta","acqua","MURICATTOLA","left",1,2662,1,32
"2514",3,"CINCOTTELLA","torta","piazza",0.400446741017095,"a",36,"38","torta","piazza","SICCOTTELLA","right",1,5918,0,32
"2515",4,"POZZONELLA","acqua","finestra",0.456575135142585,"a",18,"6","acqua","finestra","LAVESCIA","left",1,3197,1,32
"2516",5,"SUONISCRIO","libro","violino",0.418887002616857,"o",21,"23","violino","libro","GRAMINELLO","left",1,3944,1,32
"2517",6,"CLIETTONDOLA","finestra","giacca",0.48483531848458,"a",8,"20","finestra","giacca","GOCCOTTELLA","left",1,2088,1,32
"2518",7,"FIORECCIANDOLO","albero","fazzoletto",0.501467247177442,"o",2,"27","albero","fazzoletto","SUONCOLLO","right",2,2761,1,32
"2519",8,"IDRACIOLA","acqua","roccia",0.522737584353153,"a",1,"4","roccia","acqua","ERRACIOLINA","right",2,2744,1,32
"2520",9,"VESTOLETTA","giacca","bambola",0.488970016213063,"a",2,"17","giacca","bambola","CAPPETTELLA","left",1,2507,1,32
"2521",10,"MUSTONCELLO","albero","violino",0.431915544858551,"o",15,"12","albero","violino","SUONANNARIO","right",1,2194,0,32
"2522",11,"PALCAVERIA","piazza","roccia",0.452228311893175,"a",16,"41","roccia","piazza","BANDINAIA","left",1,3808,1,32
"2523",12,"FIORICELLO","albero","vaso",0.486247009630272,"o",6,"4","vaso","albero","FIOTTINO","left",1,1701,1,32
"2524",13,"POLIETTOLA","finestra","torta",0.419978313494715,"a",27,"8","finestra","torta","CLIETTONDOLA","left",1,1914,1,32
"2525",14,"SEDINOCCIO","tavolo","fazzoletto",0.448979713721618,"o",9,"8","fazzoletto","tavolo","FIORARIOLO","left",2,5703,0,32
"2526",15,"SUONANNARIO","tramonto","violino",0.436999752503265,"o",12,"11","violino","tramonto","CROIETTOLO","left",1,2706,1,32
"2527",16,"FRIGLIANZA","tenda","insalata",0.434661479816257,"a",21,"28","tenda","insalata","CAMATINCIA","right",2,2339,1,32
"2528",17,"SICCOTTELA","camera","torta",0.396127824434801,"a",39,"24","torta","camera","GHIANCIOLA","right",1,2516,0,32
"2529",18,"APRIATTOLA","camera","finestra",0.445083660259352,"a",30,"45","camera","finestra","RETTIELLIA","right",2,2695,1,32
"2530",19,"POZZETTERIA","acqua","piazza",0.415528522970472,"a",32,"44","acqua","piazza","SENDINAIA","left",1,1954,1,32
"2531",20,"CLIETTOLA","finestra","insalata",0.465481192509731,"a",14,"1","insalata","finestra","IDRACIOLA","left",1,4499,1,32
