"","trial","stimulus","target1","target2","support","endswith","stimcode_target","stimcode_foil","foil","targetwhere","KEY","RT","Accuracy","ID"
"2311",43,"VACEFALINA","puntura","puntura",0.431007234616676,"a",24,26,"GUARIOGRANDOLA","right",2,2400,1,29
"2312",44,"GRATTUGIENDOLO","cucchiaio","cucchiaio",0.457632825837669,"o",9,13,"NIDORMIENDOLO","right",2,5493,1,29
"2313",45,"INFETOTERO","vaiolo","vaiolo",0.447289180501927,"o",15,24,"BAMBITORIO","left",1,2313,1,29
"2314",46,"CORTECNOLISMO","progresso","progresso",0.42950685771341,"o",28,35,"POSPICCIOLO","right",1,4858,0,29
"2315",47,"ERBACOLATURA","pianta","pianta",0.410990668069201,"a",36,22,"GUTONERTITA","left",1,1707,1,29
"2316",48,"COTOLITELLA","pasta","pasta",0.48355510448989,"a",9,19,"VAPOGELLA","left",2,7214,0,29
"2317",49,"GHIOTOSTALMENTO","fungo","fungo",0.431669987072567,"o",19,26,"TETRUCCIERICO","right",1,7389,0,29
"2318",50,"CUOCCELA","pentola","pentola",0.458594744645759,"a",14,37,"BONSCETTIA","left",1,1975,1,29
"2319",51,"SCIOCOLTAZIO","fischio","fischio",0.427576149656166,"o",33,5,"SUONANELLO","left",2,2535,0,29
"2320",52,"CAGOGNAZZA","feccia","feccia",0.422413853089632,"a",30,17,"TOPISEGNATURA","left",1,5898,1,29
"2321",53,"TIELATILLINA","caramella","caramella",0.467069016585616,"a",10,16,"CUOCETTOLA","right",2,8608,1,29
"2322",54,"POZZETALITO","serbatoio","serbatoio",0.411098303335955,"o",32,27,"SPONATENTALISMO","left",1,2867,1,29
"2323",55,"BOVETRITOLA","carcassa","carcassa",0.441974707362872,"a",21,11,"VESTICELLA","left",1,6095,1,29
"2324",56,"SPONATENTALISMO","stampo","stampo",0.436606223838356,"o",27,30,"AMAGGIOSCO","right",1,8830,0,29
"2325",57,"PECCANNIA","lussuria","lussuria",0.463534279149531,"a",15,12,"AFFOGNITURA","right",2,2875,1,29
"2326",58,"NUVOLTANZA","brezza","brezza",0.484015395070746,"a",8,1,"MAAZELLARIA","right",2,5526,1,29
"2327",59,"GUTONERTITA","risata","risata",0.440767443511956,"a",22,41,"SOMMIRATOLA","left",2,5502,0,29
"2328",60,"MAFIDAMATO","pentito","pentito",0.443432985504823,"o",22,38,"VORICIPANZIO","right",2,3602,1,29
"2329",61,"GROTOPSIANDOLO","cranio","cranio",0.444663786157017,"o",20,33,"SCIOCOLTAZIO","left",1,8336,1,29
"2330",62,"SUONANELLO","violino","violino",0.480197333828064,"o",5,11,"UCCIDALOSAMENTO","left",1,2539,1,29
"2331",63,"MAAZELLARIA","orchestra","orchestra",0.520253165746296,"a",1,3,"FRITIENDOLA","right",2,8027,1,29
"2332",64,"POSPICCIOLO","terrazzo","terrazzo",0.407849187862492,"o",35,9,"GRATTUGIENDOLO","left",1,5861,1,29
"2333",65,"AMAGGIOSCO","fascino","fascino",0.416690467636846,"o",30,37,"BICCORERIANNO","right",2,2515,1,29
"2334",66,"TOPISEGNATURA","matita","matita",0.472668740606664,"a",17,23,"SEPOLLAIA","right",1,3554,0,29
"2335",67,"SDRASTELLO","cuscino","cuscino",0.479165705299131,"o",7,20,"GROTOPSIANDOLO","right",2,14706,1,29
"2336",68,"BONSCETTIA","credenza","credenza",0.406283964386456,"a",37,15,"PECCANNIA","left",1,5235,1,29
"2337",69,"OFFENDANTOSO","insulto","insulto",0.440975943620665,"o",23,2,"BACINGINEO","left",1,2951,1,29
"2338",70,"BULICCHIRURA","dentista","dentista",0.418391257993589,"a",27,31,"SHAKESPEARIA","left",1,3694,1,29
"2339",71,"ILLUMITINA","lampada","lampada",0.48953839463578,"a",7,29,"NUTRONATEZZA","left",1,2170,1,29
"2340",72,"IRIBOLENZA","collera","collera",0.429596032023148,"a",25,8,"NUVOLTANZA","left",1,2498,1,29
"2341",73,"VAPOGELLA","schiuma","schiuma",0.443413308588936,"a",19,5,"ILLUMINETTRIA","right",2,1789,1,29
"2342",74,"TRAVINCIMENTO","trionfo","trionfo",0.471378974659514,"o",6,21,"LETTOLETTO","left",1,1852,1,29
"2343",75,"FUMACOLIO","tabacco","tabacco",0.442651736319948,"o",17,19,"GHIOTOSTALMENTO","left",1,1872,1,29
"2344",76,"BAIALININARLO","gattino","gattino",0.452422246675284,"o",10,25,"BUCCOLAIANDOLO","left",1,9413,1,29
"2345",77,"ACUFEROIDIA","emicrania","emicrania",0.407339708774309,"a",40,38,"BOVISELETTA","left",1,7223,1,29
"2346",78,"SOMMIRATOLA","statua","statua",0.417796195312835,"a",41,32,"TINFETIOLIA","right",2,7269,1,29
"2347",79,"BAMBITORIO","giocattolo","giocattolo",0.450036652496003,"o",24,14,"PESCHETTORIO","right",2,3224,1,29
"2348",80,"GUARIOGRANDOLA","benda","benda",0.43746158905452,"a",26,27,"BULICCHIRURA","left",1,4001,1,29
"2349",81,"NEBBALLIANTO","crepuscolo","crepuscolo",0.457327965680897,"o",16,7,"SDRASTELLO","right",2,8016,1,29
"2350",1,"BRUFFEMIANDOLO","pervertito","pervertito",0.523850635899467,"o",1,23,"OFFENDANTOSO","right",1,8713,0,30
"2351",2,"MORCAVATTICO","scarafaggio","scarafaggio",0.470493213526438,"o",8,20,"GROTOPSIANDOLO","right",2,6440,1,30
"2352",3,"TETRUCCIERICO","manichino","manichino",0.436693144990155,"o",26,18,"DÉPLIOTIO","left",1,4144,1,30
"2353",4,"UFFAMALINALISMO","pettegolezzo","pettegolezzo",0.409747618431885,"o",36,13,"NIDORMIENDOLO","right",2,4669,1,30
"2354",5,"VESTICELLA","gonna","gonna",0.475682779400607,"a",11,20,"GENAMORENZA","right",2,2998,1,30
"2355",6,"COTOLITELLA","pasta","pasta",0.48355510448989,"a",9,35,"VACIDEMINA","left",1,5101,1,30
"2356",7,"BAIALININARLO","gattino","gattino",0.452422246675284,"o",10,1,"BRUFFEMIANDOLO","right",1,4269,0,30
"2357",8,"CUOCCELA","pentola","pentola",0.458594744645759,"a",14,24,"VACEFALINA","right",2,2709,1,30
"2358",9,"MAFIDAMATO","pentito","pentito",0.443432985504823,"o",22,9,"GRATTUGIENDOLO","right",2,3026,1,30
"2359",10,"SOMMIRATOLA","statua","statua",0.417796195312835,"a",41,31,"SHAKESPEARIA","right",2,6866,1,30
"2360",11,"VAPOGELLA","schiuma","schiuma",0.443413308588936,"a",19,36,"ERBACOLATURA","right",2,2907,1,30
"2361",12,"FUMACOLIO","tabacco","tabacco",0.442651736319948,"o",17,10,"BAIALININARLO","right",2,4356,1,30
"2362",13,"SUONONELLA","tromba","tromba",0.496570662135082,"a",4,10,"TIELATILLINA","right",1,20000,99,30
"2363",14,"BEVERCHIETTA","bibita","bibita",0.504716253629009,"a",6,4,"SUONONELLA","right",2,2081,1,30
"2364",15,"CAGOGNAZZA","feccia","feccia",0.422413853089632,"a",30,5,"ILLUMINETTRIA","right",2,2285,1,30
"2365",16,"SDRASTELLO","cuscino","cuscino",0.479165705299131,"o",7,25,"BUCCOLAIANDOLO","right",1,1528,0,30
"2366",17,"TIELATILLINA","caramella","caramella",0.467069016585616,"a",10,16,"CUOCETTOLA","right",1,3354,0,30
"2367",18,"GIUBBIATOLA","sciarpa","sciarpa",0.466889109453445,"a",13,15,"PECCANNIA","left",2,1676,0,30
"2368",19,"TINFETIOLIA","allergia","allergia",0.413526929377243,"a",32,43,"NASCOBILISTA","right",1,2330,0,30
"2369",20,"GRATTUGIENDOLO","cucchiaio","cucchiaio",0.457632825837669,"o",9,35,"POSPICCIOLO","left",2,1593,0,30
"2370",21,"GHIOTOSTALMENTO","fungo","fungo",0.431669987072567,"o",19,36,"UFFAMALINALISMO","right",2,2568,1,30
"2371",22,"MAAZELLARIA","orchestra","orchestra",0.520253165746296,"a",1,13,"GIUBBIATOLA","left",2,2797,0,30
"2372",23,"SHAKESPEARIA","commedia","commedia",0.422687919118835,"a",31,22,"GUTONERTITA","right",2,1589,1,30
"2373",24,"TOPISEGNATURA","matita","matita",0.472668740606664,"a",17,8,"NUVOLTANZA","left",1,2037,1,30
"2374",25,"SUONANELLO","violino","violino",0.480197333828064,"o",5,31,"LUMITATRO","right",2,1827,1,30
"2375",26,"POSPICCIOLO","terrazzo","terrazzo",0.407849187862492,"o",35,32,"POZZETALITO","right",2,2359,1,30
"2376",27,"TAPOSTOIONA","mensola","mensola",0.410975906153405,"a",33,34,"SEDINOCA","right",1,2708,0,30
"2377",28,"AMANIMARISMO","sentimento","sentimento",0.485411776222111,"o",4,17,"FUMACOLIO","left",1,2658,1,30
"2378",29,"UCCIDALOSAMENTO","massacro","massacro",0.466290928178276,"o",11,29,"BAMAGOGO","left",1,2206,1,30
"2379",30,"BAMBITORIO","giocattolo","giocattolo",0.450036652496003,"o",24,7,"SDRASTELLO","left",1,1764,1,30
"2380",31,"BICCORERIANNO","rinfresco","rinfresco",0.402679014844255,"o",37,27,"SPONATENTALISMO","right",2,4028,1,30
"2381",32,"ILLUMINETTRIA","lampadina","lampadina",0.488456786989471,"a",5,11,"VESTICELLA","left",1,1381,1,30
"2382",33,"ACUFEROIDIA","emicrania","emicrania",0.407339708774309,"a",40,1,"MAAZELLARIA","left",1,1860,1,30
"2383",34,"BONSCETTIA","credenza","credenza",0.406283964386456,"a",37,38,"BOVISELETTA","left",1,2087,1,30
"2384",35,"BUCCOLAIANDOLO","cesto","cesto",0.454227200939773,"o",25,12,"BOVIACCAMENTO","left",1,2913,1,30
"2385",36,"GUTONERTITA","risata","risata",0.440767443511956,"a",22,23,"SEPOLLAIA","left",1,2320,1,30
"2386",37,"PECCANNIA","lussuria","lussuria",0.463534279149531,"a",15,14,"CUOCCELA","right",2,1705,1,30
"2387",38,"ILLUMITINA","lampada","lampada",0.48953839463578,"a",7,6,"BEVERCHIETTA","right",2,1499,1,30
"2388",39,"SEPOLLAIA","bara","bara",0.435754908929298,"a",23,3,"FRITIENDOLA","right",2,1900,1,30
"2389",40,"BULICCHIRURA","dentista","dentista",0.418391257993589,"a",27,26,"GUARIOGRANDOLA","right",2,4416,1,30
"2390",41,"BAMAGOGO","idolo","idolo",0.440714478264661,"o",29,14,"PESCHETTORIO","right",2,2495,1,30
"2391",42,"AFFOGNITURA","melma","melma",0.470398073485889,"a",12,30,"CAGOGNAZZA","left",1,2673,1,30
"2392",43,"PESCHETTORIO","attrezzo","attrezzo",0.454366055587418,"o",14,21,"LETTOLETTO","right",1,3499,0,30
"2393",44,"TRAVINCIMENTO","trionfo","trionfo",0.471378974659514,"o",6,30,"AMAGGIOSCO","right",2,3083,1,30
"2394",45,"NIDORMIENDOLO","insetto","insetto",0.4654280952828,"o",13,15,"INFETOTERO","left",2,1773,0,30
"2395",46,"AMAGGIOSCO","fascino","fascino",0.416690467636846,"o",30,28,"CORTECNOLISMO","right",2,1952,1,30
"2396",47,"SEDINOCA","panca","panca",0.40737738992096,"a",34,27,"BULICCHIRURA","right",2,3243,1,30
"2397",48,"NEBBALLIANTO","crepuscolo","crepuscolo",0.457327965680897,"o",16,4,"AMANIMARISMO","left",1,1838,1,30
"2398",49,"GROTOPSIANDOLO","cranio","cranio",0.444663786157017,"o",20,38,"VORICIPANZIO","right",1,1860,0,30
"2399",50,"INFETOTERO","vaiolo","vaiolo",0.447289180501927,"o",15,37,"BICCORERIANNO","left",1,2022,1,30
"2400",51,"BOVACCIETTA","mucca","mucca",0.453353399154596,"a",18,29,"NUTRONATEZZA","left",1,2577,1,30
"2401",52,"MORTUMAZITA","agonia","agonia",0.430053687084792,"a",28,17,"TOPISEGNATURA","right",2,1682,1,30
"2402",53,"ATLETINATRICA","ginnasta","ginnasta",0.505649500312599,"a",2,9,"COTOLITELLA","right",2,1730,1,30
"2403",54,"POZZETALITO","serbatoio","serbatoio",0.411098303335955,"o",32,24,"BAMBITORIO","right",2,1299,1,30
"2404",55,"BOVETRITOLA","carcassa","carcassa",0.441974707362872,"a",21,7,"ILLUMITINA","right",2,2831,1,30
"2405",56,"VORICIPANZIO","incentivo","incentivo",0.418727645029792,"o",38,3,"SDEGNATISMO","right",2,2509,1,30
"2406",57,"LETTOLETTO","comodino","comodino",0.436699875276071,"o",21,5,"SUONANELLO","right",2,1181,1,30
"2407",58,"NASCOBILISTA","patriota","patriota",0.411726791608716,"a",43,33,"TAPOSTOIONA","right",2,2658,1,30
"2408",59,"ERBACOLATURA","pianta","pianta",0.410990668069201,"a",36,37,"BONSCETTIA","left",1,1051,1,30
"2409",60,"DÉPLIOTIO","opuscolo","opuscolo",0.441686024950471,"o",18,26,"TETRUCCIERICO","left",1,1992,1,30
"2410",61,"SCIOCOLTAZIO","fischio","fischio",0.427576149656166,"o",33,8,"MORCAVATTICO","left",1,2200,1,30
"2411",62,"OFFENDANTOSO","insulto","insulto",0.440975943620665,"o",23,2,"BACINGINEO","right",2,1582,1,30
"2412",63,"FRITIENDOLA","scodella","scodella",0.503490471257293,"a",3,25,"IRIBOLENZA","right",2,1491,1,30
"2413",64,"GENAMORENZA","gelosia","gelosia",0.453520071512669,"a",20,2,"ATLETINATRICA","left",1,1321,1,30
"2414",65,"BACINGINEO","capezzolo","capezzolo",0.504656607139577,"o",2,16,"NEBBALLIANTO","right",2,2874,1,30
"2415",66,"CUOCETTOLA","padella","padella",0.463623805530619,"a",16,32,"TINFETIOLIA","right",2,3798,1,30
"2416",67,"VACEFALINA","puntura","puntura",0.431007234616676,"a",24,40,"ACUFEROIDIA","left",1,3005,1,30
"2417",68,"GUARIOGRANDOLA","benda","benda",0.43746158905452,"a",26,42,"DECOMODA","right",2,1988,1,30
"2418",69,"DECOMODA","poltrona","poltrona",0.408095781596733,"a",42,18,"BOVACCIETTA","left",1,1020,1,30
"2419",70,"SDEGNATISMO","disprezzo","disprezzo",0.517708945423487,"o",3,11,"UCCIDALOSAMENTO","right",2,3112,1,30
"2420",71,"BOVIACCAMENTO","macello","macello",0.457839353368462,"o",12,6,"TRAVINCIMENTO","left",2,1960,0,30
"2421",72,"CORTECNOLISMO","progresso","progresso",0.42950685771341,"o",28,33,"SCIOCOLTAZIO","right",2,1952,1,30
"2422",73,"NUTRONATEZZA","abbondanza","abbondanza",0.428871896311444,"a",29,12,"AFFOGNITURA","right",2,1473,1,30
"2423",74,"SUPESCITOLO","squalo","squalo",0.420294585989897,"o",34,19,"GHIOTOSTALMENTO","left",1,2364,1,30
"2424",75,"IRIBOLENZA","collera","collera",0.429596032023148,"a",25,21,"BOVETRITOLA","right",2,1307,1,30
"2425",76,"NUVOLTANZA","brezza","brezza",0.484015395070746,"a",8,39,"TECNOLICENZA","left",1,1319,1,30
"2426",77,"BOVISELETTA","pelliccia","pelliccia",0.410104570264826,"a",38,28,"MORTUMAZITA","right",2,2418,1,30
"2427",78,"VACIDEMINA","malaria","malaria",0.410484135915653,"a",35,19,"VAPOGELLA","left",1,1172,1,30
"2428",79,"SPONATENTALISMO","stampo","stampo",0.436606223838356,"o",27,22,"MAFIDAMATO","left",1,1752,1,30
"2429",80,"TECNOLICENZA","industria","industria",0.407799094333392,"a",39,41,"SOMMIRATOLA","left",1,3069,1,30
"2430",81,"LUMITATRO","faro","faro",0.421581339331163,"o",31,34,"SUPESCITOLO","right",2,1403,1,30
"2431",1,"SCIOCOLTAZIO","fischio","fischio",0.427576149656166,"o",33,8,"MORCAVATTICO","right",2,4448,1,31
"2432",2,"COTOLITELLA","pasta","pasta",0.48355510448989,"a",9,4,"SUONONELLA","left",1,4127,1,31
"2433",3,"VACIDEMINA","malaria","malaria",0.410484135915653,"a",35,37,"BONSCETTIA","left",1,3607,1,31
"2434",4,"NUTRONATEZZA","abbondanza","abbondanza",0.428871896311444,"a",29,1,"MAAZELLARIA","left",1,3817,1,31
"2435",5,"TIELATILLINA","caramella","caramella",0.467069016585616,"a",10,27,"BULICCHIRURA","right",1,4286,0,31
"2436",6,"MORCAVATTICO","scarafaggio","scarafaggio",0.470493213526438,"o",8,29,"BAMAGOGO","right",1,3224,0,31
"2437",7,"SHAKESPEARIA","commedia","commedia",0.422687919118835,"a",31,42,"DECOMODA","left",1,5117,1,31
"2438",8,"POZZETALITO","serbatoio","serbatoio",0.411098303335955,"o",32,10,"BAIALININARLO","left",2,5998,0,31
"2439",9,"BOVACCIETTA","mucca","mucca",0.453353399154596,"a",18,29,"NUTRONATEZZA","right",2,5136,1,31
"2440",10,"GROTOPSIANDOLO","cranio","cranio",0.444663786157017,"o",20,4,"AMANIMARISMO","left",2,2551,0,31
"2441",11,"CAGOGNAZZA","feccia","feccia",0.422413853089632,"a",30,25,"IRIBOLENZA","right",2,2944,1,31
"2442",12,"AFFOGNITURA","melma","melma",0.470398073485889,"a",12,24,"VACEFALINA","left",1,3951,1,31
"2443",13,"BICCORERIANNO","rinfresco","rinfresco",0.402679014844255,"o",37,1,"BRUFFEMIANDOLO","left",2,4629,0,31
"2444",14,"UFFAMALINALISMO","pettegolezzo","pettegolezzo",0.409747618431885,"o",36,32,"POZZETALITO","left",1,3243,1,31
"2445",15,"UCCIDALOSAMENTO","massacro","massacro",0.466290928178276,"o",11,6,"TRAVINCIMENTO","right",2,3333,1,31
"2446",16,"SEDINOCA","panca","panca",0.40737738992096,"a",34,14,"CUOCCELA","left",1,2426,1,31
"2447",17,"AMANIMARISMO","sentimento","sentimento",0.485411776222111,"o",4,28,"CORTECNOLISMO","left",1,3097,1,31
"2448",18,"SDRASTELLO","cuscino","cuscino",0.479165705299131,"o",7,35,"POSPICCIOLO","right",1,5155,0,31
"2449",19,"NEBBALLIANTO","crepuscolo","crepuscolo",0.457327965680897,"o",16,36,"UFFAMALINALISMO","left",1,4371,1,31
"2450",20,"SOMMIRATOLA","statua","statua",0.417796195312835,"a",41,36,"ERBACOLATURA","right",2,3849,1,31
"2451",21,"NIDORMIENDOLO","insetto","insetto",0.4654280952828,"o",13,34,"SUPESCITOLO","right",2,3099,1,31
"2452",22,"ERBACOLATURA","pianta","pianta",0.410990668069201,"a",36,19,"VAPOGELLA","right",2,4541,1,31
"2453",23,"PESCHETTORIO","attrezzo","attrezzo",0.454366055587418,"o",14,25,"BUCCOLAIANDOLO","right",1,3079,0,31
"2454",24,"SDEGNATISMO","disprezzo","disprezzo",0.517708945423487,"o",3,37,"BICCORERIANNO","left",1,2375,1,31
"2455",25,"VAPOGELLA","schiuma","schiuma",0.443413308588936,"a",19,12,"AFFOGNITURA","right",2,1879,1,31
"2456",26,"BAMBITORIO","giocattolo","giocattolo",0.450036652496003,"o",24,19,"GHIOTOSTALMENTO","left",1,2170,1,31
"2457",27,"CUOCETTOLA","padella","padella",0.463623805530619,"a",16,39,"TECNOLICENZA","left",1,1909,1,31
"2458",28,"SUONONELLA","tromba","tromba",0.496570662135082,"a",4,34,"SEDINOCA","right",2,2437,1,31
"2459",29,"BEVERCHIETTA","bibita","bibita",0.504716253629009,"a",6,3,"FRITIENDOLA","right",2,3325,1,31
"2460",30,"ATLETINATRICA","ginnasta","ginnasta",0.505649500312599,"a",2,21,"BOVETRITOLA","left",1,1773,1,31
"2461",31,"BONSCETTIA","credenza","credenza",0.406283964386456,"a",37,23,"SEPOLLAIA","right",2,3543,1,31
"2462",32,"AMAGGIOSCO","fascino","fascino",0.416690467636846,"o",30,2,"BACINGINEO","left",1,1788,1,31
"2463",33,"POSPICCIOLO","terrazzo","terrazzo",0.407849187862492,"o",35,26,"TETRUCCIERICO","left",2,2549,0,31
"2464",34,"BACINGINEO","capezzolo","capezzolo",0.504656607139577,"o",2,20,"GROTOPSIANDOLO","right",1,2365,0,31
"2465",35,"DÉPLIOTIO","opuscolo","opuscolo",0.441686024950471,"o",18,22,"MAFIDAMATO","right",2,3080,1,31
"2466",36,"CORTECNOLISMO","progresso","progresso",0.42950685771341,"o",28,24,"BAMBITORIO","right",2,2253,1,31
"2467",37,"SPONATENTALISMO","stampo","stampo",0.436606223838356,"o",27,16,"NEBBALLIANTO","right",1,5924,0,31
"2468",38,"LUMITATRO","faro","faro",0.421581339331163,"o",31,33,"SCIOCOLTAZIO","right",2,1497,1,31
"2469",39,"ACUFEROIDIA","emicrania","emicrania",0.407339708774309,"a",40,32,"TINFETIOLIA","left",1,2471,1,31
"2470",40,"FRITIENDOLA","scodella","scodella",0.503490471257293,"a",3,38,"BOVISELETTA","right",2,2622,1,31
"2471",41,"INFETOTERO","vaiolo","vaiolo",0.447289180501927,"o",15,21,"LETTOLETTO","left",2,2486,0,31
"2472",42,"GENAMORENZA","gelosia","gelosia",0.453520071512669,"a",20,26,"GUARIOGRANDOLA","left",2,3431,0,31
"2473",43,"BOVETRITOLA","carcassa","carcassa",0.441974707362872,"a",21,2,"ATLETINATRICA","left",1,2636,1,31
"2474",44,"NUVOLTANZA","brezza","brezza",0.484015395070746,"a",8,6,"BEVERCHIETTA","left",2,5012,0,31
"2475",45,"SUPESCITOLO","squalo","squalo",0.420294585989897,"o",34,7,"SDRASTELLO","right",1,3468,0,31
"2476",46,"GIUBBIATOLA","sciarpa","sciarpa",0.466889109453445,"a",13,17,"TOPISEGNATURA","right",2,1861,1,31
"2477",47,"DECOMODA","poltrona","poltrona",0.408095781596733,"a",42,5,"ILLUMINETTRIA","left",1,1703,1,31
"2478",48,"CUOCCELA","pentola","pentola",0.458594744645759,"a",14,7,"ILLUMITINA","right",2,1443,1,31
"2479",49,"TINFETIOLIA","allergia","allergia",0.413526929377243,"a",32,41,"SOMMIRATOLA","right",2,2200,1,31
"2480",50,"GUTONERTITA","risata","risata",0.440767443511956,"a",22,8,"NUVOLTANZA","right",2,2350,1,31
"2481",51,"VACEFALINA","puntura","puntura",0.431007234616676,"a",24,13,"GIUBBIATOLA","left",1,2389,1,31
"2482",52,"ILLUMINETTRIA","lampadina","lampadina",0.488456786989471,"a",5,22,"GUTONERTITA","left",1,1445,1,31
"2483",53,"GHIOTOSTALMENTO","fungo","fungo",0.431669987072567,"o",19,15,"INFETOTERO","left",1,2323,1,31
"2484",54,"TAPOSTOIONA","mensola","mensola",0.410975906153405,"a",33,11,"VESTICELLA","right",1,4329,0,31
"2485",55,"IRIBOLENZA","collera","collera",0.429596032023148,"a",25,16,"CUOCETTOLA","right",2,2246,1,31
"2486",56,"BRUFFEMIANDOLO","pervertito","pervertito",0.523850635899467,"o",1,31,"LUMITATRO","right",2,2184,1,31
"2487",57,"MAFIDAMATO","pentito","pentito",0.443432985504823,"o",22,3,"SDEGNATISMO","right",2,2581,1,31
"2488",58,"BULICCHIRURA","dentista","dentista",0.418391257993589,"a",27,35,"VACIDEMINA","left",1,3973,1,31
"2489",59,"BUCCOLAIANDOLO","cesto","cesto",0.454227200939773,"o",25,11,"UCCIDALOSAMENTO","left",1,1657,1,31
"2490",60,"VESTICELLA","gonna","gonna",0.475682779400607,"a",11,9,"COTOLITELLA","right",1,2562,0,31
"2491",61,"VORICIPANZIO","incentivo","incentivo",0.418727645029792,"o",38,13,"NIDORMIENDOLO","left",1,3783,1,31
"2492",62,"GUARIOGRANDOLA","benda","benda",0.43746158905452,"a",26,20,"GENAMORENZA","right",2,3782,1,31
"2493",63,"NASCOBILISTA","patriota","patriota",0.411726791608716,"a",43,31,"SHAKESPEARIA","left",1,2145,1,31
"2494",64,"TOPISEGNATURA","matita","matita",0.472668740606664,"a",17,15,"PECCANNIA","right",1,1799,0,31
"2495",65,"PECCANNIA","lussuria","lussuria",0.463534279149531,"a",15,28,"MORTUMAZITA","right",2,3126,1,31
"2496",66,"SUONANELLO","violino","violino",0.480197333828064,"o",5,30,"AMAGGIOSCO","right",2,1790,1,31
"2497",67,"TECNOLICENZA","industria","industria",0.407799094333392,"a",39,18,"BOVACCIETTA","right",2,2565,1,31
"2498",68,"OFFENDANTOSO","insulto","insulto",0.440975943620665,"o",23,12,"BOVIACCAMENTO","left",1,4083,1,31
"2499",69,"TRAVINCIMENTO","trionfo","trionfo",0.471378974659514,"o",6,27,"SPONATENTALISMO","right",2,1940,1,31
"2500",70,"TETRUCCIERICO","manichino","manichino",0.436693144990155,"o",26,9,"GRATTUGIENDOLO","right",1,3803,0,31
"2501",71,"MORTUMAZITA","agonia","agonia",0.430053687084792,"a",28,10,"TIELATILLINA","left",1,1246,1,31
"2502",72,"LETTOLETTO","comodino","comodino",0.436699875276071,"o",21,5,"SUONANELLO","left",1,1429,1,31
"2503",73,"SEPOLLAIA","bara","bara",0.435754908929298,"a",23,30,"CAGOGNAZZA","left",1,2034,1,31
"2504",74,"BOVISELETTA","pelliccia","pelliccia",0.410104570264826,"a",38,33,"TAPOSTOIONA","left",2,1855,0,31
"2505",75,"ILLUMITINA","lampada","lampada",0.48953839463578,"a",7,40,"ACUFEROIDIA","left",1,1029,1,31
"2506",76,"GRATTUGIENDOLO","cucchiaio","cucchiaio",0.457632825837669,"o",9,23,"OFFENDANTOSO","left",1,1755,1,31
"2507",77,"FUMACOLIO","tabacco","tabacco",0.442651736319948,"o",17,18,"DÉPLIOTIO","left",1,1546,1,31
"2508",78,"BOVIACCAMENTO","macello","macello",0.457839353368462,"o",12,17,"FUMACOLIO","left",1,1750,1,31
"2509",79,"MAAZELLARIA","orchestra","orchestra",0.520253165746296,"a",1,43,"NASCOBILISTA","right",1,1654,0,31
"2510",80,"BAIALININARLO","gattino","gattino",0.452422246675284,"o",10,38,"VORICIPANZIO","left",2,3876,0,31
"2511",81,"BAMAGOGO","idolo","idolo",0.440714478264661,"o",29,14,"PESCHETTORIO","right",2,2831,1,31
"2512",1,"BONSCETTIA","credenza","credenza",0.406283964386456,"a",37,33,"TAPOSTOIONA","left",1,3032,1,32
"2513",2,"TAPOSTOIONA","mensola","mensola",0.410975906153405,"a",33,30,"CAGOGNAZZA","right",2,4280,1,32
"2514",3,"AMAGGIOSCO","fascino","fascino",0.416690467636846,"o",30,38,"VORICIPANZIO","right",2,3107,1,32
"2515",4,"ILLUMITINA","lampada","lampada",0.48953839463578,"a",7,6,"BEVERCHIETTA","right",1,3785,0,32
"2516",5,"ATLETINATRICA","ginnasta","ginnasta",0.505649500312599,"a",2,41,"SOMMIRATOLA","left",1,5265,1,32
"2517",6,"POSPICCIOLO","terrazzo","terrazzo",0.407849187862492,"o",35,11,"UCCIDALOSAMENTO","right",2,3514,1,32
"2518",7,"SUONANELLO","violino","violino",0.480197333828064,"o",5,26,"TETRUCCIERICO","right",2,2615,1,32
"2519",8,"ILLUMINETTRIA","lampadina","lampadina",0.488456786989471,"a",5,39,"TECNOLICENZA","right",2,3786,1,32
"2520",9,"NUVOLTANZA","brezza","brezza",0.484015395070746,"a",8,7,"ILLUMITINA","left",1,2327,1,32
"2521",10,"BUCCOLAIANDOLO","cesto","cesto",0.454227200939773,"o",25,36,"UFFAMALINALISMO","right",2,9008,1,32
"2522",11,"SCIOCOLTAZIO","fischio","fischio",0.427576149656166,"o",33,21,"LETTOLETTO","right",2,4047,1,32
"2523",12,"TINFETIOLIA","allergia","allergia",0.413526929377243,"a",32,13,"GIUBBIATOLA","left",1,5960,1,32
"2524",13,"GROTOPSIANDOLO","cranio","cranio",0.444663786157017,"o",20,7,"SDRASTELLO","left",1,5304,1,32
"2525",14,"BOVISELETTA","pelliccia","pelliccia",0.410104570264826,"a",38,14,"CUOCCELA","left",1,5111,1,32
"2526",15,"TETRUCCIERICO","manichino","manichino",0.436693144990155,"o",26,19,"GHIOTOSTALMENTO","left",1,5129,1,32
"2527",16,"GENAMORENZA","gelosia","gelosia",0.453520071512669,"a",20,29,"NUTRONATEZZA","left",1,2761,1,32
"2528",17,"POZZETALITO","serbatoio","serbatoio",0.411098303335955,"o",32,30,"AMAGGIOSCO","left",1,4752,1,32
"2529",18,"UFFAMALINALISMO","pettegolezzo","pettegolezzo",0.409747618431885,"o",36,35,"POSPICCIOLO","right",2,3408,1,32
